id,pref,age,gender,FA
21018,兵庫県,74,男性,古代ふしぎ探訪は大変興味深く勉強になりました。
21019,千葉県,71,女性,日本は楽しい!読むところいっぱいです。
21020,静岡県,73,男性,将棋、囲碁欄の追加希望
21021,神奈川県,82,女性,毎月楽しく拝見しています
21022,千葉県,68,女性,現状のままで良いです
21023,愛知県,73,女性,シニアの体力に適したトレッキングの特集を希望します
21024,神奈川県,77,男性,関東地方の近場の情報もほしい
21025,神奈川県,73,男性,ためになる記事を楽しみに拝読させていただいてます。
21026,静岡県,64,女性,吉野ケ里遺跡は行ったことがあるので懐かしく記事を読ませていただきました。
21027,京都府,72,女性,パズルを楽しみにしています。
21028,静岡県,70,男性,コロナ禍で利用できる。おすすめ情報。
21029,岩手県,69,男性,毎回、時宜にあった企画で楽しみにしています。文学と旅の特集を企画して下さい。
21030,京都府,76,男性,特になし
21031,新潟県,66,女性,毎回楽しみにしています。
21032,奈良県,72,男性,「美しき日本の鉄道」のような写真付き記事の定期的掲載があれば楽しいです。
21033,千葉県,67,女性,列車で行く秘境温泉紹介の企画をしてください。
21034,宮城県,74,男性,以前に旅した観光地が、たくさん掲載されており興味深く、また懐かしく思った。
21035,兵庫県,71,女性,秘境の温泉を詳しく掲載して欲しい
21036,神奈川県,74,女性,知らないところに入れる楽しさを　楽しんでいます
21037,長野県,68,女性,積丹半島やマタギの記事を見たい
21038,茨城県,79,男性,お城シリーズは、絶対に掲載ください。あまり有名じゃないものもお願いします
21039,埼玉県,63,女性,旅行先のアクセス方法の記載
21040,埼玉県,69,男性,ページ数の増刷
21041,埼玉県,74,男性,旅物語をお願いします。
21042,埼玉県,72,男性,「贅なるひととき」の様な豪華な旅は出来ませんから、手軽な旅の紹介、例えばエリアニュースの様なもの、可能な限り参考になる費用も掲載して欲しい。
21043,福井県,74,女性,美術館のあちこちを掲載してほしいです。
21044,東京都,65,女性,今後も興味あるテーマで旅の魅力を伝えてほしい。
21045,東京都,65,女性,今後も興味あるテーマで旅のみりょぅ
21046,栃木県,67,男性,ペット（猫２匹）を飼い始めて気がついたことがあります。旅行に行く気分になれなくなってしまったんです。皆さん、ペット対策をどのようになさっているのか知りたいです。
21047,千葉県,67,女性,「古代ふしぎ探をワクワクしながら拝読させていただきました。
21048,神奈川県,62,女性,「古代ふしぎ探訪」で、名所案内の他に「どう違う縄文・弥生・古墳時代」で各時代の特徴の説明文があり、とても分かりやすかった。史跡や遺跡を訪ねる時、こういう知識があるとないでは楽しさが随分違うと思います。
21049,神奈川県,76,男性,来年のNHK大河ドラマで鎌倉は遺跡の整備に拍車がかかっています。探訪記事の企画をされてはいかがでしょうか？
21050,埼玉県,67,男性,鉄道旅をする上で本誌は非常に参考になります。また、ジパングクラブを利用して鉄道旅を繰り返すことにより訪問する場所が増えてきたので、訪問した場所の記事を見る機会が増えたのも楽しみになっています。
21051,愛知県,66,女性,どう違う？で縄文弥生古墳時代について質問形式で謎解きが分かりやすく良かったです。子どものときに知りたかったです、
21052,東京都,63,女性,いつも楽しく拝見しています。
21053,岐阜県,68,男性,利用者０人の駅の特集をお願いします。
21054,東京都,68,男性,クロスワードパズルいつも楽しみにしています。
21055,広島県,81,男性,コロナ禍での旅の楽しみかた特集?
21056,千葉県,67,男性,ありません
21057,埼玉県,68,男性,鉄道写真の作品(車窓からの夜景）
21058,青森県,62,女性,今は、自粛の時期ですが、絶対に行ける日を信じて情報を集めたいとおもいます。
21059,東京都,75,男性,山旅特集をお願いします。
21060,山梨県,68,女性,山野草を見つける旅など旅を通して知識を増やしたい事がいっぱいあります。
21061,静岡県,74,男性,コロナで旅に出られない。せめて写真だけでも。
21062,石川県,70,男性,当選者数の増。当選したことがない。
21063,新潟県,70,男性,特にありません。
21064,石川県,63,女性,JRホテルグループの宿泊料金割引率を〇〇％～〇〇％と表示してほしい
21065,石川県,63,女性,JRホテルグループの宿泊料金割引率を〇〇％～〇〇％と表示してほしい
21066,東京都,66,男性,湯治専門で北海道・東北のローカル線沿線にある、1軒宿の秘湯を特集して欲しい（1泊2食、1万円以下の料金、食事内容は田舎料理で量的にも地味で簡易なもので十分）
21067,東京都,76,男性,今回のような旅の情報をお願いします
21068,山形県,80,男性,コロナで旅行も控えておりますが、早く収束し安心して旅がしたいです。
21069,群馬県,67,女性,プレゼントを多く
21070,群馬県,67,男性,プレゼントを多く
21071,神奈川県,72,女性,全国のいろいろなグルメの記事が欲しい
21072,福島県,66,男性,温泉などの紹介記事は、いつも妻が行きたがる魅力的な場所です。
21073,千葉県,78,男性,楽しく読んでいます。
21074,東京都,79,男性,毎号「特集」を楽しみに読ませて頂いております
21075,愛知県,73,女性,何時も楽しく読んでいます。今回の道東地区の記事について、大変興味深く読みました。以前、北海道を旅行した時、レンタカーにて、道東を巡った記憶が蘇ってきたからです。これからも楽しい記事をお願いします。
21076,東京都,65,女性,今回は、興味のある遺跡の記事がとても良かったです
21077,神奈川県,70,男性,花咲線は以前釧路に住んでいたので大変懐かしく読みました。これからも各地のローカル線を取り上げてほしいと思います。
21078,東京都,81,女性,あまり知られていない美しい自然､食べもの、習慣、などの記事があったら、と思います。
21079,高知県,64,女性,すてきな写真に癒されています。
21080,群馬県,72,女性,毎月盛りだくさんの旅の情報を得ることができ、楽しみにしています。
21081,東京都,87,男性,三内丸山遺跡は20
21082,東京都,72,女性,毎号の一番の楽しみはクロスワードパズルです。いつも最初にみて挑戦しています。頭の体操になります。
21083,神奈川県,78,男性,全国の灯台を紹介してほしい
21084,神奈川県,70,男性,コロナが収束したら旅行計画の参考にしたい。
21085,兵庫県,63,女性,なかなか
21086,愛知県,66,女性,季節を感じられる記事が楽しみです。
21087,愛知県,89,男性,元善光寺の辺りの紹介記事お願いします。
21088,兵庫県,83,女性,特別に注文はありません。いつもの編集方針でお願いします。
21089,神奈川県,85,男性,外国訪問記事をにせてください
21090,茨城県,66,女性,釧路とか情報が少ないところの記事は良い。
21091,静岡県,68,男性,コロナウイルス感染症が落ち着いてくれば、旅行に行きたいです。
21092,千葉県,73,男性,いつも楽しく拝見しています。コロナ禍、ジパング倶楽部の旅通信を見ながら思いを巡らせていると自粛生活の疲れが無くなります。これからもどきどきするような素敵な旅情報をお願いいたします。　　
21093,神奈川県,70,男性,いろいろな知識や情報を得ることができるだけでなく脳の活性化に役立つので嬉しいです。
21094,大阪府,83,男性,古代不思議探訪は、面白かった。このような企画・特集を適宜取り上げて欲しい。。
21095,秋田県,66,女性,北海道・北東北の縄文遺跡群の記事は世界遺産になりそうな時期でタイムリーな記事でしたね。
21096,神奈川県,69,男性,毎号行きたい所ばかりで楽しく拝読しています。今は行けないけど行けるようになったらジパング倶楽部を引っ張り出して参考にします。
21097,福島県,72,男性,絶景車窓からの冬景色を掲載してほしい。966
21098,東京都,77,女性,今回の縄文特集は面白かった、美術関連特集を望みます、特に
21099,埼玉県,85,男性,特にありません
21100,神奈川県,69,男性,特にありません
21101,北海道,74,男性,今回の「古代不思議探訪」のような歴史上興味深いテーマでの特集をお願いします。
21102,北海道,74,男性,konnkaino
21103,滋賀県,72,男性,いつも楽しみに読んでいます。
21104,岩手県,65,女性,コロナ禍の中、旅行がなかなか出来ないでいますが、旅情報誌は旅行気分に浸れて好きです。
21105,茨城県,67,男性,何時迄も夢ある情報を提供してください。
21106,東京都,86,男性,コロナで外出を控えている者にとっては、路線案内は有り難いです。コロナが収まった時のために何処へ行くか考えるのも楽しい者です
21107,神奈川県,71,男性,いつも楽しみにしています。
21108,千葉県,79,女性,コロナ禍で旅行ができない日が続いていますが、毎月届くジバング倶楽部＞を読んでたのしんでおります。読んで
21109,神奈川県,66,女性,スイカの定期券と大人の休日?楽部パスを合体して欲しい
21110,神奈川県,72,男性,スイカの定期券と大人の休日?楽部パスを合体して欲しい
21111,福島県,76,男性,興味がなかった記事は必須でなくしてほしい
21112,山口県,70,女性,特になし
21113,宮城県,62,女性,東北に関するリーズナブルな旅情報をたくさん掲載してほしい。
21114,山口県,77,男性,特になし
21115,千葉県,70,男性,今のままでいい。
21116,埼玉県,65,女性,コロナ収束後、行ってみたいところがいっぱいです。
21117,愛知県,83,男性,毎号楽しみにしております。
21118,静岡県,64,女性,各地の、有名ではないけれど、史跡や景観の良い場所の記事を載せてほしい。また、ローカル線で景色を楽しめるような所の紹介などもいい。
21119,兵庫県,91,女性,近場ー関西、中国をもっと載せてほしい。
21120,千葉県,76,男性,古代ふしぎの特集はよかったです。今後とも歴史の裏付けある旅の特集を期待しています。
21121,岐阜県,63,女性,興味深い記事を今後も楽しみにしています
21122,神奈川県,76,男性,特にありません。　ありがとうございます。
21123,静岡県,67,女性,写真記事は楽しみです
21124,東京都,80,男性,特になし
21125,千葉県,66,男性,限られたスペースによくまとまっています。
21126,奈良県,71,男性,今の記事の内容と構成で大丈夫です、OKです。
21127,千葉県,67,男性,絶景の旅の継続
21128,神奈川県,76,男性,宿のリーヅナブルのものを知りたい。記事に合わせた地域で。
21129,岩手県,66,女性,実際　旅に行ったような気分になれて　楽しい。
21130,長野県,64,女性,簡単クックコーナー的なページがあると嬉しいです。
21131,大阪府,79,女性,写真がとても綺麗。臨場感がある。
21132,神奈川県,71,男性,関東圏の情報をもっと
21133,岩手県,65,男性,縄文、弥生、古墳、時代を簡潔に　まとめた文章が良かった
21134,福島県,65,女性,一年以上会誌を読むだけ。
21135,青森県,70,女性,今回は特にありません。
21136,千葉県,73,男性,毎月楽しみしています。
21137,栃木県,67,女性,旅をプランする時の情報取得に役立ってる
21138,福島県,75,男性,史跡に関する謂われに記事
21139,群馬県,70,男性,届くのを楽しみにしています。
21140,千葉県,68,女性,早くコロナが落ち着いて、楽しく旅行に行きたいです
21141,千葉県,88,女性,クロスワードパズル解くのが楽しいのです続けて掲載して下さい
21142,秋田県,67,男性,コロナのため旅行は自粛中ですが、このような旅の記事は楽しみです。
21143,大阪府,92,男性,クロスワードパズル楽しんでやっています！
21144,長野県,75,女性,コロナで旅行が出来ないので、保存できるような旅案内を望んでいます。
21145,岡山県,78,男性,古代史跡は歴史と神話の接点と考えていますにで、日本人の思考の原点が感じられ、大変興味深く拝読しました。
21146,北海道,71,男性,学生時代考古学を勉強していたので北海道・北東北の縄文遺跡群の記事に興味を持って読ませていただきました。２０１５年に三内丸山遺跡、２０１６年に登呂遺跡に行って来ました。（新幹線で…）
21147,愛知県,72,女性,いつも旅した気分です。知らない景色お願いします。
21148,大阪府,71,女性,毎月、次は何の特集かと楽しみにしている
21149,神奈川県,62,女性,写真が綺麗で旅に出たくなります
21150,埼玉県,66,男性,今回の記事の様な歴史的な視点の内容は興味深いです。
21151,秋田県,68,男性,毎回楽しみにしてます。要望などはありません
21152,千葉県,77,男性,毎号楽しみにしています
21153,長野県,82,男性,通販等の広告は不要
21154,千葉県,73,男性,いつも楽しみにしています。
21155,東京都,84,男性,「古代ふしぎ探訪」はとても良かった。今後も話題になったニュースを載せて
21156,東京都,71,男性,とくになし
21157,群馬県,68,男性,これからも引き続き日本全国の古墳特集記事を待っています。
21158,茨城県,49,男性,（く）の記事を読んで、かれこれ30年ほど前に、仕事で弟子屈駅の近くに何度か行ったことを思い出しました。こういうことが時たまあるので、この冊子が好きなんです。
21159,東京都,72,女性,また青森に行きたいと思いつつ、実行できずにいます。早くコロナが収まって、あちこち旅をしたいです。
21160,奈良県,73,男性,隠れたスポットの紹介
21161,千葉県,71,男性,城物の掲載を乞う
21162,東京都,67,女性,巨石文化が大好きです。私の故郷にも鬼の手形のある神社があり、学校の近道になっていました。全国の巨石文化の特集が見たいと思います。宿泊施設及び交通情報も合わせて紹介して下さい。
21163,東京都,79,女性,イコモスから北海道・北東北の縄文遺跡群の世界遺産登録勧告されたことで話題沸騰の折の本誌の取り扱い良かったです。
21164,千葉県,79,男性,いつも風景や建物の写真が素晴らしい。旅情をかき立てます。
21165,静岡県,73,女性,ワクチン接種でいろんな所行けるのを楽しみにしてます。シュミレーションしてますよ。てます。
21166,静岡県,79,男性,今月は会員コーナーが少なく残念でした。
21167,埼玉県,73,男性,駅から駅のウォーキング道の紹介
21168,群馬県,69,男性,遺跡の特集は少し難しい
21169,茨城県,61,女性,クロスワードパズル楽しいです
21170,京都府,77,男性,紙質の手触りが良く、大変読みやすいです。
21171,千葉県,68,女性,脳トレのためのパズルを増やしてほしい。健康ストレッチ、簡単ヨガ等教えてください。
21172,神奈川県,75,女性,毎回、届くのを楽しみにしています。興味のない記事は、ほとんどありません。
21173,千葉県,72,男性,いつも興味深い記事を探訪・編集していただき嬉しい限りです。これからもよろしくお願いします。
21174,千葉県,68,女性,食べもの、グルメなど。
21175,千葉県,71,男性,温泉地方記事を頼むね。
21176,宮城県,67,男性,今はコロナで旅行に行けないので残念ですが、ジパング倶楽部を読んで旅行気分で楽しんでいます。
21177,兵庫県,79,男性,も一度北海道に行ってみたくなった。
21178,福島県,73,男性,旅情報のほかにシニア向けの健康情報などがあれば良いのでは。
21179,香川県,72,男性,絶好のタイミングで北海道・北東北の遺跡が紹介、感動しました
21180,神奈川県,73,男性,我が郷里、飯山線沿線（小京都、仏壇町、城下町、豪雪地帯等）の特集をお願いします。
21181,福島県,69,男性,いつも楽しみに読ませて頂いております、コロナ渦で極力外出はせず、限られた情報源の一つです。
21182,北海道,72,男性,コロナ禍のあと、行ってみたい旅のアンケートや特集を掲載してください。
21183,京都府,63,女性,今は旅行がむずかしいが、いつか本誌をさんこうにしたいと思っています。　
21184,和歌山県,64,女性,特にありません。
21185,和歌山県,69,男性,特になし
21186,東京都,80,男性,内容が大変充実していて楽しめました。次号も期待しています。
21187,栃木県,67,男性,発行を毎月楽しみにしています。
21188,東京都,83,女性,毎回良い記事です
21189,千葉県,66,男性,民間ほてるの
21190,神奈川県,63,女性,プレゼント企画を増やしてほしい。
21191,神奈川県,74,男性,特にはないです
21192,新潟県,76,女性,記事を見てると旅行したくなります
21193,岩手県,63,女性,旅費がもう少し手の届く料金設定での商品開発を希望
21194,奈良県,60,女性,各地の古代の遺跡の事が大変興味深く書かれていて、面白く読ませて頂きました。
21195,神奈川県,70,男性,今回のようなタイムリーな企画良いですね
21196,山形県,72,女性,いつも興味深く見てます
21197,山形県,76,男性,テーマ特集が時宜を得てよかった。
21198,静岡県,63,女性,旅行地の歴史、エポックなどの記事が読みたいと思います。
21199,静岡県,73,男性,写真を沢山掲載してください。
21200,愛知県,66,女性,以前のお城や今回の古代など日本の歴史についてを掲載希望
21201,千葉県,70,男性,まだまだ未知の世界があり、コロナになんか負けてたまるかという気持ちが沸き上がっています。
21202,東京都,67,男性,各地の観光地の紹介を継続していただきたい。
21203,岡山県,70,女性,通販はいらないです
21204,青森県,69,男性,コロナ禍ででかけられないので、貴紙により楽しんでいまがグランクラスを安く利用して楽しめる企画ができないものでしょうか
21205,静岡県,82,無回答,いつも楽しみにしています
21206,神奈川県,77,女性,毎号楽しく隅から隅まで拝読。編集のご苦労を察します。
21207,兵庫県,65,女性,昨年からのコロナ禍で旅行ができなくてとても残念でした。ワクチン接種ができれば是非、行ったことのない所へ行きたいと思って毎月、他社にない観光地を記載してくれてるので興味深くてたのしみにしています。
21208,東京都,72,男性,毎回楽しく読んでいます。
21209,京都府,70,女性,毎回楽しみに拝読しております
21210,山形県,71,女性,何が面白かったか選ぶ時にひとつだけという選択にいつも悩みます。2つにしてくれたらいいのになあ・・と
21211,神奈川県,74,男性,コロナ禍でも行ける旅の特集を！
21212,千葉県,81,女性,地方の鉄道駅の紹介をして欲しい
21213,岩手県,69,男性,終活の記事
21214,神奈川県,70,女性,コロナ禍でも、本が届くのがいい
21215,神奈川県,74,男性,駅に近い場所の博物館や美術館を紹介して下さい。
21216,東京都,67,男性,各地の観光地の紹介を継続していただきたい。
21217,神奈川県,83,男性,いつも楽しみ、ありがとう!
21218,静岡県,71,男性,四国のお城の特集（推奨観光コース）２・３泊での時間帯を含めてのコース。
21219,京都府,79,女性,特になし
21220,神奈川県,72,男性,コロナ禍で国内外の旅行がままならない昨今、せめてこの冊子で旅した気分になれます。ありがとう！
21221,山形県,63,女性,秘湯とハイキングや登山の情報
21222,福島県,71,男性,毎月楽しみにしています
21223,栃木県,80,男性,賞品をうすこし良くしてもらいたい、
21224,東京都,84,男性,読みやすく
21225,神奈川県,84,男性,i毎月楽しみに愛読させてもらってます！
21226,茨城県,87,女性,特に有りません
21227,愛媛県,69,男性,先月の九州新幹線の旅に続き今月は道東と興味深く、鉄道の旅シリーズはこれからも続けてほしい。
21228,静岡県,77,男性,古代の遺跡には謎めいたものも多く、ロマンを感じさせる遺物も多数ありますね。世界的にはナスカの地上絵やモアイ像など、国内にも遮光器土偶、古墳、石舞台など、時どきはこんなプラスワンの情報もいいですね。
21229,千葉県,63,女性,今回のテーマの古代は少々レベルが高いのかやはり興味関心が持てませんでした。やはり旅に久しく行けてないのでもう内容が軽めものが良かったですね。悪しからずです。　
21230,大阪府,72,男性,温泉とグルメに一番興味がありますので、出来るだけ多くの記事をお願いします。
21231,愛知県,77,男性,写真がきれいです。続けて下さい。
21232,京都府,66,女性,何処にも出かけられない時期だからこそ家で楽しめる企画がもっと欲しいです。
21233,千葉県,67,男性,通販の宣伝を減らしてほしい。
21234,秋田県,72,男性,国内旅行の掲載をもっと欲しい
21235,神奈川県,66,男性,いつも楽しみにしております。
21236,大阪府,65,女性,写真が多く、楽しく読んでいます
21237,茨城県,64,女性,今は出掛けられないけど、全国の情報は楽しみにしてます。
21238,東京都,63,女性,毎月クロスワードパズル楽しみにしています。
21239,東京都,73,男性,北海道、東北で知らない歴史がまだまだあります、紹介をお願いします。
21240,東京都,73,男性,北海道、東北で知らない歴史がまだまだあります、紹介をお願いします。
21241,茨城県,78,男性,特になし
21242,愛知県,79,男性,少し内容が変わったのがよかった。
21243,東京都,66,男性,特になし
21244,山形県,84,男性,無し
21245,兵庫県,87,男性,いつも楽しく読ませて頂いています。
21246,山形県,74,男性,毎回応募していますがたまには当選させてください。
21247,三重県,85,男性,新大阪以西の旅の出発時刻をできるだけ9時以降にしてほしい。
21248,茨城県,70,女性,旅情報楽しく読んでます。コロナの終息祈るだけです。
21249,東京都,67,男性,一人旅特集
21250,千葉県,73,男性,首都圏の日帰りハイキングコースを紹介して下さい。
21251,滋賀県,60,女性,特にありません
21252,三重県,80,男性,旅に出る楽しみを倍増させてくれ、毎回楽しみである。
21253,茨城県,74,男性,古代ふしぎ探訪は勉強になりました。また謎解きお願いします。
21254,京都府,82,男性,毎月楽しみにしています。一番にクロスワードに挑戦しています。
21255,青森県,66,女性,数独パズルをのせてほしい
21256,東京都,70,女性,温泉宿の情報ページがもっとあればよい。
21257,神奈川県,70,男性,いつも楽しく拝読。これからも魅力的な記事を。
21258,神奈川県,74,男性,毎号楽しく読んでいます。
21259,神奈川県,79,男性,毎号楽しく読んでいます。
21260,秋田県,66,男性,落ちついたら行ってみたいものだ。
21261,東京都,81,男性,年寄り向きの安い旅の仕方も教えて下さい
21262,神奈川県,70,女性,神社、仏閣の縁日の紹介
21263,宮城県,70,女性,　旅の案内見ています　
21264,宮城県,79,男性,楽しく読ませていただいております。
21265,神奈川県,77,男性,クロスワードパズルが楽しみです。
21266,茨城県,83,女性,駅弁・各地の郷土料理の記事をお願い致します。　
21267,岩手県,67,男性,いつも楽しく見ました。いつか掲載されている遺跡を見に行きたいです。
21268,新潟県,72,男性,邪馬台国は北九州か近畿か、女王
21269,長野県,73,女性,いつも多方面からの興味深い記事を見せていただき、感謝です。
21270,静岡県,79,男性,今月号の特集とても興味をもって読ましていただきました。ありがとうございました。
21271,東京都,81,女性,特にありません。
21272,神奈川県,68,女性,いつも楽しみにしています。早くコロナ感染が終息して、自由に旅にでたいです。
21273,長野県,71,男性,北海道の花咲線に行ってみたい。
21274,新潟県,66,女性,毎号楽しみにしています。
21275,東京都,65,女性,最近話題の縄文文化、さっそくに紙面に取り上げていて、おもしろく読ませて戴きました。紙面に入りきらない情報もHP上で公開と、かなり盛り沢山な内容で楽しめました！
21276,京都府,68,男性,いつも楽しみにしています。
21277,千葉県,73,男性,字が小さくて読みずらいところがある
21278,神奈川県,73,女性,鉄道のみならず、歴史や地理のことなど、幅広く学習できます。保存版にしているものが、かなりあります。
21279,静岡県,69,男性,コロナ禍でなかなか旅行に出掛ける事ができないので旅情報を掲載して下さい
21280,東京都,77,男性,特にありません
21281,愛知県,70,女性,愉しい内容ばかりです。
21282,岩手県,67,女性,トラベルファッションとグルメのページを増やしてほしい
21283,大分県,66,女性,今回は興味のある記事が多く読んで楽しかったです。これからも楽しみにしています。新潟の記事を期待しています。
21284,千葉県,68,男性,「縄文遺跡」の特集に感激いたしました。誠にありがとうございました。
21285,愛知県,62,女性,山陰や四国特集をやってほしいと思います
21286,滋賀県,72,男性,地域の紹介記事にいつも興味を興味を持って読んでいます。
21287,宮城県,65,女性,今はコロナもあり、なかなか旅行が出来ないので、旅行が出来るようになったら近くで良いので旅行をしやすいような、行程が書いてあれば参考になります。
21288,愛知県,66,男性,山陰や四国特集をやってほしいと思います
21289,福島県,72,男性,今月号のエリア特集道東、パス旅の参考になります。これからも北海道の各エリアの特集もお願いします。
21290,東京都,73,男性,テーマ特集をいつも楽しませてもらっています
21291,神奈川県,63,女性,遺跡巡り楽しく読ませてもらいました。ロマンを感じます。
21292,東京都,61,女性,入会して初めてですが、いろいろ講座等に申し込んで楽しんでいます。ハーブの記事はとても興味のある分野なので面白く拝見させていただきました。
21293,福岡県,65,女性,旅に行けないので早く行けるようになりたい
21294,岡山県,74,女性,いつも楽しみにしています。
21295,和歌山県,71,女性,コロナワクチンがどんどん進んでいるので秋には旅行に行けると思うので、東北に行きたいと思っています。アウトドアでハイキング等も含めたプランの紹介をお待ちしております。
21296,石川県,78,男性,毎月楽しく拝読しています
21297,埼玉県,62,女性,今まで知らなかった所が取り上げられていて今すぐでも行きたくなってしまいます！これからもいろんな情報を楽しみにしています！
21298,秋田県,66,男性,コロナ禍で旅行に出掛ける気持ちが今一度でません。本誌を読んで旅行に行った気分を味わっていますが、ピンときません。早く、コロナが収束し、妻と一緒に旅行に行きたいと思っています。
21299,福岡県,64,女性,郷土料理紹介してください。
21300,神奈川県,74,男性,コロナ渦の中安全に快適に旅を楽しむ企画を望みます。
21301,岩手県,61,女性,地方でも参加できるイベントを増やしてほしい
21302,秋田県,68,男性,30年ほど前に吉野ケ里遺跡を訪れたことがあり、懐かしく思い出されました。
21303,茨城県,70,女性,鉄道旅をはやく再開したいです?今はジパング倶楽部で行ったつもりで楽しみにして読んでいます。
21304,秋田県,68,男性,30年ほど前に吉野ケ里遺跡を訪れたことがあり、懐かしく思い出されました。
21305,東京都,72,女性,毎月見られる星座の中で有名な星座の紹介
21306,茨城県,70,女性,鉄道旅を
21307,東京都,72,男性,24節季に関する記事掲載を希望します。読み方、由来、農作業との関わり等
21308,静岡県,73,男性,毎回興味深く読ませていただいてます。
21309,奈良県,72,男性,なかなか旅に出られませんが、来るべきの備えいい話題をお願いします。
21310,青森県,60,女性,毎回、楽しみにしています。
21311,東京都,77,男性,札所巡り関連記事
21312,新潟県,68,男性,古代史巡りに、興味を感じました。
21313,福井県,76,男性,ユニークな山小屋の紹介記事
21314,埼玉県,73,女性,ベットの特集
21315,宮城県,66,男性,今月の記事は興味あるものが多く楽しかった。ワクチンを打ったら行ってみたいと思っている。
21316,東京都,79,女性,なかなか旅行に行かれない今、この様な旅の情報雑誌は夢があって良いですね。
21317,茨城県,80,男性,毎月楽しみにしています
21318,神奈川県,72,男性,旅館の情報が欲しい
21319,兵庫県,75,女性,特になし
21320,愛知県,69,男性,健康志向の旅行や温泉の企画記事を掲載して欲しい
21321,兵庫県,76,女性,何時も地域の情報を楽しみに見ています。
21322,愛媛県,69,男性,毎月楽しみにしています。早く実際に訪れたい所ばかりです。
21323,愛知県,79,男性,縄文記事はタイムリーだった
21324,神奈川県,73,女性,何時も楽しく拝読しています。このご時世なので空想しながら旅を楽しんでます。早くコロが収束するとよいです。お手頃価格や、お得な情報なども希望します。
21325,静岡県,68,女性,クロスワードパズルが簡単過ぎる。
21326,埼玉県,74,男性,いつも楽しく拝読しています。ありがとうございます。
21327,千葉県,70,男性,特になし。
21328,千葉県,76,女性,特にありません
21329,東京都,71,男性,特にない
21330,埼玉県,77,女性,アンケートですが、面白かった記事は　複数選べるとよいと思います
21331,岩手県,67,女性,歳と共に見やすい文字が助かります。
21332,香川県,68,女性,〇今回は、「北海道・北東北の縄文遺跡群」の世界文化遺産に登録の運びと重なり、とても、興味深く拝読させていただきました。
21333,長野県,74,男性,有益な記事、楽しく読んでおります。
21334,香川県,68,女性,〇今回は、「北海道・北東北の縄文遺跡群」の世界文化遺産に登録の運びと重なり、どもあり、とても興味深く拝見しています。
21335,長野県,74,女性,有益な記事、楽しく読んでおります。
21336,静岡県,77,男性,「民謡のふるさとを訪ねて」のような企画を希望します。
21337,茨城県,77,男性,JRの費用は30％OFFなので、助かります。あとは宿の安くて素晴らしい宿の紹介をおねがいします。
21338,長野県,60,女性,夏場に行きたい観光スポットの情報が欲しいです。
21339,岩手県,63,女性,健康情報を掲載してほしい
21340,静岡県,68,女性,今回の古代不思議探訪はどれも興味深く訪ねてみたいと思いました。
21341,東京都,70,女性,縄文遺跡群の特集、世界遺産登録されるかもとの報道とマッチし興味深かった
21342,奈良県,72,男性,いつも楽しみにしています。
21343,栃木県,81,男性,毎回楽しみに読ませていただいておりますが、このコロナのせいで自粛しています。頑張ってください。
21344,神奈川県,69,男性,エリア別温泉特集を行って欲しい。
21345,奈良県,73,女性,名所地のリーズナブルな宿泊施設の掲載をして欲しい
21346,福島県,67,男性,エリアニュースの拡大
21347,東京都,65,女性,プレゼントやプレゼントキャンペーン情報がもっとあってほしい
21348,福島県,69,男性,特になし
21349,神奈川県,62,女性,楽しい記事を期待してます
21350,福島県,84,男性,コロナ禍の世の中だが、コロナのコの字もない、マスク姿の写真もない編集が小気味よい。夢が持てます。
21351,神奈川県,68,女性,地方の温泉紹介
21352,茨城県,63,女性,ウォーキング旅の記事もお願いします
21353,静岡県,70,男性,毎月、たのしみに読ませていただいています。
21354,栃木県,78,男性,早く旅が安心して出きるように
21355,静岡県,66,女性,毎月、たのしみに読ませていただいています。
21356,東京都,65,女性,６月号P8~9の黒地に白抜き文字が高齢者（80代など）には読みにくいので避けてほしいです。
21357,千葉県,70,男性,ありません
21358,富山県,76,女性,旅行もままならない現在、商品はなくても脳トレのページを増やしてほしい。少しハードルを上げてください。
21359,兵庫県,82,男性,温泉ガイド
21360,神奈川県,78,男性,特になし
21361,神奈川県,76,男性,何時も楽しみにしています。まず会員コーナーを先によみます。これからも宜しく御願い致します。
21362,千葉県,81,女性,何時も楽しみにして　読んでいます　
21363,東京都,72,女性,地方の美術館を紹介してください。
21364,宮城県,71,男性,世界遺産に指定されようとしている縄文文化について興味深く拝読させていただきました。
21365,福井県,85,男性,旅行計画の参考にしています現在は巣ごもりの状態です
21366,東京都,71,男性,jr各社のキャンペーンを紹介してください。
21367,大阪府,74,女性,なし
21368,福島県,82,男性,コロナ禍の中旅に出れないので、本誌で行つた気分を味わってます。
21369,岐阜県,67,男性,プレゼントを多くして欲しい。
21370,大阪府,73,男性,なし
21371,東京都,80,男性,温泉旅館の紹介をもっと取り得た旅情報にして頂きたい。
21372,神奈川県,83,男性,特になし
21373,東京都,81,女性,写真がきれいで、見ていてとても楽しいです！
21374,神奈川県,63,女性,毎回　楽しみに　読ませていただいています。
21375,神奈川県,77,男性,貴誌に直接は関係ないが、巣ごもりにウンザリ。元気なうちにもっと旅に出かけたいが、コロナ禍では費用が掛かりすぎるね。諦観。
21376,神奈川県,77,男性,貴誌に直接は関係ないが、巣ごもりにウンザリ。元気なうちにもっと旅に出かけたいが、コロナ禍では費用が掛かりすぎるね。諦観。
21377,千葉県,68,男性,備中神楽の特集を
